"GeneID","GeneSymbol","GeneBiotype","Myometrim-55_12640","Myometrium-55_11564","Myometrium-55.11911","061919Myometrium","Myometrium-55_12745","Fibroid55-12906","Fibroid-55_12382","Fibroid-55_12640","Fibroid-55_12843","Fibroid061919"
"ENSG00000258451","AL163636.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258810","AL133371.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259130","AL133371.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258642","AL133371.1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258918","AL355922.5","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258772","AL355922.4","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000136315","AL355922.1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258471","AL355922.2","Gene",NA,20,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258604","AL161668.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000255472","AL161668.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000178107","AL161668.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000260830","AL135744.1","Gene",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257096","AL161747.2","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000276240","OR4E1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000248358","AC243972.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259042","AC244502.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259054","LINC02332","Gene",NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259003","AC243965.1","Gene",NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000275552","AC243965.2","Gene",NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257285","AL132780.1","Gene",NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259132","AL132780.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258457","AL132780.2","Gene",NA,29,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000283654","LMLN2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259018","AL049829.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258444","AL132855.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000273618","AL135999.2","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258727","AL135999.1","Gene",NA,76,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000274002","AL135999.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000186648","CARMIL3","Gene",NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259371","AL136295.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259321","AL136295.2","Gene",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259529","AL136295.5","Gene",NA,25,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259522","AL136295.4","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000254692","AL136295.1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000276698","AL136295.6","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258973","AL096870.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258744","AL132800.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258657","AL136018.1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258098","LINC02286","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257986","LINC02306","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257842","LINC02588","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257845","LINC02294","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257185","LINC02293","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258081","AL110292.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257869","AL139023.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258175","LINC02300","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257056","LINC02282","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257748","LINC02281","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000274762","AL049777.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258038","LINC02327","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258028","AL138974.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257523","LINC02326","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258107","AL158058.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257120","AL356756.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257904","AL133372.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000248975","AL133372.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257636","G2E3-AS1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258558","AL121852.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258525","AL049830.3","Gene",NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257831","AL136418.1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000203546","AL139353.1","Gene",NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000250365","AL139353.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258196","AL163973.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257155","AL163973.2","Gene",NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257472","AL355112.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258474","LINC02313","Gene",NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258386","AL352984.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258580","AL136298.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259002","AL445363.1","Gene",NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259135","AL445363.2","Gene",NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258738","AL121603.2","Gene",NA,60,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258790","AL121594.1","Gene",NA,96,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258860","AL133163.2","Gene",NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259017","AL133163.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258938","AL162311.3","Gene",NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257272","AL162311.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257614","AL133304.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257826","AL133304.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258844","AL162511.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258661","AL079303.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258690","AL162464.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258601","AL162464.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259087","AL121790.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258414","AL121790.1","Gene",NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258696","AL359233.1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259048","AL392023.2","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258649","AL392023.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259072","AL161751.1","Gene",NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258651","SEC23A-AS1","Gene",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259083","AL132639.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000150527","MIA2","Gene",NA,686,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258940","AL132639.2","Gene",NA,37,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258526","AL049875.1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258418","AL352977.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258480","AL352977.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000251363","LINC02315","Gene",NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258636","AL121821.1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259149","AL445074.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258850","AL450442.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258969","LINC02307","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259126","AL161752.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258487","LINC02277","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258747","AL356022.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258998","LINC02302","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258633","AL049870.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258949","AL049870.3","Gene",NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198718","TOGARAM1","Gene",NA,478,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000278147","AL121809.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000249163","AL121809.1","Gene",NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000260046","AL162632.3","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257900","AL162632.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258845","AL139354.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258616","LINC02303","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258751","AL358335.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258868","AL110505.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258377","AL139099.1","Gene",NA,23,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258400","AL591767.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000282885","AL627171.2","Gene",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000278002","AL627171.1","Gene",NA,106,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259071","AL359397.2","Gene",NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258857","AL359397.1","Gene",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259113","AL118556.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258843","AL133485.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258687","AL358334.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258745","AL358334.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258711","AL358334.2","Gene",NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259055","AL591770.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258942","AL358332.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258808","LINC02310","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000277050","AL122125.1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259111","AL079307.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258928","AL358333.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259007","AL358333.3","Gene",NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258854","AL358333.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000087302","RTRAF","Gene",NA,3323,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258694","LINC02319","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258757","AL133453.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259049","AL139317.3","Gene",NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258698","AL139317.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258985","AL352979.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258731","AL356020.1","Gene",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000225680","AL163953.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000235269","LINC02331","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258753","AL359792.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258050","AL139316.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258413","AL158801.2","Gene",NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258455","AL158801.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258784","AL355773.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000277763","AL138995.1","Gene",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259483","AL355073.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000275569","AL355073.2","Gene",NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259719","LINC02284","Gene",NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258803","AL355103.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258428","AL161757.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259133","AL161757.5","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258703","AL161757.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258776","AL161757.4","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258592","AL391152.1","Gene",NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259008","AL355834.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000100557","CCDC198","Gene",NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259039","AL161804.1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000139971","ARMH4","Gene",NA,264,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000279636","AL132989.2","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258658","AL139021.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258378","AL139021.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000261120","AL133299.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258553","AL157911.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000126773","PCNX4","Gene",NA,550,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000254718","AL157756.1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258556","LINC02322","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258670","AL049874.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000247287","AL359220.1","Gene",NA,547,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258989","AL355916.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258926","AL355916.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000250548","LINC01303","Gene",NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000232774","AL355916.1","Gene",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258842","AL390816.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258903","AL390816.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259093","AL137191.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258943","AL049871.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000261242","AL136038.3","Gene",NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258800","AL136038.2","Gene",NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000274015","AL136038.5","Gene",NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000214770","AL161756.1","Gene",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000284664","AL161756.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258824","AL122035.1","Gene",NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000272909","AL122035.2","Gene",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259116","AL049869.3","Gene",NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259076","AL049869.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000272158","AL139022.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259118","AL139022.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000255002","LINC02324","Gene",NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258760","AL355076.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258847","AL391261.2","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258502","LINC02290","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258561","AL359232.1","Gene",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000196553","CCDC196","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258490","AL049835.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258466","AL049779.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258837","AL133370.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259038","AL121820.2","Gene",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258623","AL121820.1","Gene",NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000276063","AL391262.1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258957","AL359317.2","Gene",NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258520","AL359317.1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258422","AL160191.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259033","AL356804.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000257759","AL357153.2","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259115","AL357153.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000245466","AL357153.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259153","AC004816.1","Gene",NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000275630","AC004816.2","Gene",NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000274818","AC004825.2","Gene",NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000100731","PCNX1","Gene",NA,380,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000269927","AC004817.3","Gene",NA,27,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259907","AC004817.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258517","AC004817.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000269945","AC004817.4","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259146","AC005476.2","Gene",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000266869","AC005993.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258871","AC004828.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258813","AL442663.3","Gene",NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258376","AC004846.1","Gene",NA,12,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258944","AC004846.2","Gene",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000284930","AC005280.2","Gene",NA,22,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000170468","RIOX1","Gene",NA,162,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258695","AC005225.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258603","AC005225.2","Gene",NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258660","AC006146.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259065","AC005520.2","Gene",NA,131,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258586","LINC02274","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258653","AC005520.1","Gene",NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000273711","AC005520.5","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258891","AC005480.1","Gene",NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000270000","AC005479.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259005","AC005479.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258425","AC013451.1","Gene",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258976","AC013451.2","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258646","AL049780.1","Gene",NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259138","AL049780.2","Gene",NA,22,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000273565","AL691403.2","Gene",NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258740","AL691403.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258820","AF111167.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259319","AF111167.2","Gene",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000224721","AC007182.1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000133935","ERG28","Gene",NA,841,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259103","AF107885.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258876","TGFB3-AS1","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000283629","AC016526.4","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258402","AC016526.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259124","AC008050.1","Gene",NA,28,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258569","AC007376.2","Gene",NA,34,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259081","AF111169.3","Gene",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258610","AF111169.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258301","VASH1-AS1","Gene",NA,105,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259058","AF111169.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000273729","AC007686.3","Gene",NA,22,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000246548","LINC02288","Gene",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258473","AC007686.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258819","LINC02289","Gene",NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259164","AC007375.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000269883","AC007375.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258723","AF099810.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258719","AC009396.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258874","AC009396.3","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258478","AC009396.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258829","AC026888.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258662","AC022469.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259106","AC008056.2","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258637","AC008056.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258416","AF123462.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000284959","AC007262.2","Gene",NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000273783","AL136040.1","Gene",NA,35,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258675","LINC02308","Gene",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258718","LINC02311","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259035","AL355838.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258743","LINC02301","Gene",NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000258683","AL355095.1","Gene",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
